-21.000000, 0.000000, 0, 20
-21.000000, 0.000000, 50000, 20
-20.950000, 0.217945, 100000, 20
-21.000000, 0.000000, 150000, 20
-20.150000, 0.572276, 200000, 20
-20.200000, 0.748331, 250000, 20
-19.850000, 1.152172, 300000, 20
-20.700000, 0.714143, 350000, 20
-20.650000, 0.726292, 400000, 20
-18.900000, 0.888819, 450000, 20
-19.450000, 0.973396, 500000, 20
-17.900000, 1.445683, 550000, 20
-18.250000, 1.669581, 600000, 20
-16.550000, 1.745709, 650000, 20
-16.350000, 1.525615, 700000, 20
-16.000000, 1.843909, 750000, 20
-14.800000, 2.561250, 800000, 20
-12.500000, 3.263434, 850000, 20
-7.800000, 4.081666, 900000, 20
-10.850000, 3.004580, 950000, 20
-7.900000, 3.986226, 1000000, 20
-9.000000, 3.240370, 1050000, 20
-5.850000, 5.198798, 1100000, 20
-6.250000, 3.207413, 1150000, 20
0.200000, 5.870264, 1200000, 20
-1.350000, 4.735768, 1250000, 20
0.700000, 5.613377, 1300000, 20
1.650000, 4.809106, 1350000, 20
1.450000, 4.466262, 1400000, 20
2.500000, 4.663690, 1450000, 20
2.700000, 4.616276, 1500000, 20
5.900000, 6.898551, 1550000, 20
13.500000, 3.122499, 1600000, 20
13.800000, 3.572114, 1650000, 20
17.200000, 1.989975, 1700000, 20
13.850000, 2.937261, 1750000, 20
13.950000, 4.598641, 1800000, 20
17.800000, 2.541653, 1850000, 20
17.450000, 2.376447, 1900000, 20
18.000000, 2.280351, 1950000, 20
18.350000, 1.796524, 2000000, 20
17.700000, 2.471841, 2050000, 20
18.200000, 2.204541, 2100000, 20
17.300000, 2.471841, 2150000, 20
17.500000, 2.224860, 2200000, 20
18.200000, 1.435270, 2250000, 20
18.150000, 1.878164, 2300000, 20
17.800000, 2.638181, 2350000, 20
18.550000, 2.246664, 2400000, 20
17.250000, 2.233271, 2450000, 20
18.200000, 2.657066, 2500000, 20
17.600000, 1.685230, 2550000, 20
18.000000, 1.843909, 2600000, 20
17.050000, 1.657558, 2650000, 20
18.050000, 1.774119, 2700000, 20
17.900000, 1.609348, 2750000, 20
18.250000, 1.867485, 2800000, 20
18.900000, 1.374773, 2850000, 20
18.300000, 2.076054, 2900000, 20
17.050000, 2.654713, 2950000, 20
18.600000, 1.827567, 3000000, 20
16.600000, 6.264184, 3050000, 20
18.300000, 2.147091, 3100000, 20
17.500000, 6.232977, 3150000, 20
19.050000, 1.465435, 3200000, 20
19.600000, 1.280625, 3250000, 20
19.300000, 1.552417, 3300000, 20
18.600000, 1.907878, 3350000, 20
18.050000, 1.465435, 3400000, 20
19.400000, 1.496663, 3450000, 20
18.700000, 1.345362, 3500000, 20
18.850000, 1.458595, 3550000, 20
19.350000, 1.351851, 3600000, 20
18.550000, 1.883481, 3650000, 20
18.100000, 1.813836, 3700000, 20
19.250000, 1.409787, 3750000, 20
18.850000, 1.492481, 3800000, 20
19.100000, 1.178983, 3850000, 20
16.700000, 7.014984, 3900000, 20
19.350000, 1.423903, 3950000, 20
19.250000, 1.336974, 4000000, 20
18.400000, 1.593738, 4050000, 20
18.450000, 2.132487, 4100000, 20
17.050000, 3.513901, 4150000, 20
18.150000, 1.458595, 4200000, 20
19.100000, 1.260952, 4250000, 20
19.850000, 1.013657, 4300000, 20
18.050000, 2.011840, 4350000, 20
18.850000, 1.275735, 4400000, 20
19.850000, 1.423903, 4450000, 20
19.250000, 1.444818, 4500000, 20
18.450000, 1.430909, 4550000, 20
19.150000, 1.558044, 4600000, 20
19.100000, 1.178983, 4650000, 20
19.050000, 1.160819, 4700000, 20
19.100000, 1.300000, 4750000, 20
18.200000, 2.561250, 4800000, 20
18.750000, 1.785357, 4850000, 20
18.600000, 2.289105, 4900000, 20
18.950000, 1.359228, 4950000, 20
16.700000, 7.720751, 5000000, 20
18.800000, 1.939072, 5050000, 20
18.800000, 1.363818, 5100000, 20
19.400000, 1.356466, 5150000, 20
17.550000, 3.827205, 5200000, 20
19.400000, 1.200000, 5250000, 20
19.600000, 1.157584, 5300000, 20
19.250000, 1.177922, 5350000, 20
19.100000, 1.337909, 5400000, 20
18.300000, 3.018278, 5450000, 20
19.800000, 1.077033, 5500000, 20
19.350000, 0.963068, 5550000, 20
20.050000, 1.023474, 5600000, 20
19.900000, 0.943398, 5650000, 20
18.800000, 1.805547, 5700000, 20
19.850000, 0.852936, 5750000, 20
19.500000, 0.866025, 5800000, 20
18.950000, 1.499166, 5850000, 20
18.850000, 1.152172, 5900000, 20
19.000000, 1.949359, 5950000, 20
19.500000, 1.627882, 6000000, 20
19.600000, 1.113553, 6050000, 20
18.800000, 1.363818, 6100000, 20
19.600000, 0.860233, 6150000, 20
18.600000, 2.130728, 6200000, 20
19.600000, 1.067708, 6250000, 20
19.650000, 1.351851, 6300000, 20
18.550000, 1.321930, 6350000, 20
18.250000, 1.409787, 6400000, 20
17.350000, 3.102821, 6450000, 20
19.600000, 1.800000, 6500000, 20
19.650000, 1.275735, 6550000, 20
18.950000, 1.856744, 6600000, 20
13.850000, 5.002749, 6650000, 20
18.350000, 1.930673, 6700000, 20
18.400000, 1.496663, 6750000, 20
17.400000, 3.088689, 6800000, 20
18.700000, 1.705872, 6850000, 20
18.600000, 1.240967, 6900000, 20
18.650000, 1.064696, 6950000, 20
19.050000, 1.657558, 7000000, 20
19.200000, 1.029563, 7050000, 20
19.050000, 1.359228, 7100000, 20
18.350000, 1.589811, 7150000, 20
18.300000, 1.228821, 7200000, 20
19.000000, 1.612452, 7250000, 20
19.000000, 1.095445, 7300000, 20
19.450000, 1.160819, 7350000, 20
18.600000, 1.280625, 7400000, 20
18.750000, 1.479020, 7450000, 20
19.050000, 1.283550, 7500000, 20
18.650000, 2.351064, 7550000, 20
19.200000, 1.363818, 7600000, 20
19.400000, 1.356466, 7650000, 20
18.700000, 1.345362, 7700000, 20
18.600000, 1.356466, 7750000, 20
18.850000, 2.006863, 7800000, 20
19.300000, 1.228821, 7850000, 20
19.300000, 1.417745, 7900000, 20
18.400000, 1.772005, 7950000, 20
18.600000, 1.827567, 8000000, 20
18.800000, 1.400000, 8050000, 20
19.200000, 1.288410, 8100000, 20
18.850000, 1.681517, 8150000, 20
18.350000, 1.423903, 8200000, 20
18.850000, 1.710994, 8250000, 20
18.750000, 1.409787, 8300000, 20
19.550000, 1.116915, 8350000, 20
18.600000, 1.113553, 8400000, 20
19.350000, 0.792149, 8450000, 20
18.600000, 2.034699, 8500000, 20
18.700000, 1.763519, 8550000, 20
18.350000, 1.681517, 8600000, 20
19.150000, 1.351851, 8650000, 20
18.350000, 1.681517, 8700000, 20
18.850000, 1.768474, 8750000, 20
18.900000, 1.260952, 8800000, 20
18.850000, 1.351851, 8850000, 20
18.950000, 1.071214, 8900000, 20
17.950000, 1.430909, 8950000, 20
19.000000, 1.378405, 9000000, 20
19.200000, 1.029563, 9050000, 20
18.550000, 1.745709, 9100000, 20
18.100000, 3.238827, 9150000, 20
18.850000, 1.589811, 9200000, 20
19.000000, 1.264911, 9250000, 20
19.300000, 1.187434, 9300000, 20
18.900000, 1.374773, 9350000, 20
18.800000, 1.249000, 9400000, 20
19.500000, 1.161895, 9450000, 20
19.050000, 1.395529, 9500000, 20
18.450000, 1.909843, 9550000, 20
19.250000, 1.089725, 9600000, 20
18.900000, 1.410674, 9650000, 20
19.050000, 0.864581, 9700000, 20
18.650000, 1.620957, 9750000, 20
18.800000, 1.503330, 9800000, 20
16.000000, 4.816638, 9850000, 20
19.500000, 1.244990, 9900000, 20
19.050000, 1.564449, 9950000, 20
18.900000, 1.640122, 10000000, 20
